track_id,distance_um,death_cause,lifetime_s,n_frames_evap,n_frames_total,K_fit,R2_gof,R0_fit_um,K_fit_se
300,945.7828380589722,lost,430,8,18,3.415084367342637,0.677040506650007,32.23796664544434,0.9629251125782454
301,2900.174606794414,lost,830,26,46,9.702680193062774,0.5668842305909861,66.85537873033645,1.7311747386899834
302,859.3276359573674,lost,370,5,13,1.8434056386264461,0.8627716672329346,18.552333048457417,0.42445752788256197
303,1413.7391122896497,lost,340,9,23,57.25387294396444,0.781690885499274,85.32088011216221,11.436002980333674
304,2285.375119209887,lost,250,20,24,7.242243986699959,0.6977364087850986,53.47002034857852,1.1235285828122947
306,1664.5674858995417,lost,540,17,31,5.370551298996248,0.6397092141590833,52.91048100342293,1.0406591674858487
307,1577.0513818304337,lost,730,9,32,1.8830133214916416,0.8272007885062745,33.278984329056726,0.3252893021550027
309,2585.8257175059684,lost,490,27,34,12.395736462701079,0.5278846776777179,83.03168924713306,2.3445356976744742
310,1012.8279762974543,lost,390,10,18,0.3964910598244274,0.48978316208812134,36.41357269331267,0.1430750392620951
314,3065.513855763338,lost,760,24,41,5.2524774021720315,0.7471368522919006,48.687623422837866,0.6514716824107311
315,1185.2127452116972,lost,700,10,31,2.4187444375845857,0.5248737681495835,40.54428273119557,0.813620832869419
316,2129.750514098293,lost,340,22,27,8.364764924425584,0.6052853912973168,60.88023940529352,1.510428760818929
319,1792.1465813294676,lost,260,13,23,15.111133222195877,0.5943829024270187,59.68907449253201,3.763792427938624
320,2785.2806696249986,lost,400,27,31,10.220430347284102,0.6647954475077978,69.4723162144578,1.451476852363231
322,2367.2381088296133,lost,890,25,45,6.347924416251071,0.6540587065822036,53.99654333252218,0.9626328231463148
323,2252.348978766773,lost,380,24,29,8.311238164346955,0.662414041281285,60.903732553550725,1.264974612714554
325,1594.5508993663584,lost,820,17,39,5.251131748238568,0.6295503384677603,44.93404948522591,1.0400558363084786
327,2446.291848567596,lost,760,13,32,2.9392855665746183,0.7314711559766962,35.139892101063914,0.5369604613453728
328,1053.018012108167,lost,480,5,17,1.853040343674599,0.6752884620701234,23.945372493580162,0.7418710824184099
329,2971.040307323462,lost,610,23,38,8.464660733365543,0.637744486153318,58.45398907210045,1.3921436628585173
