frequency,20251210_155950.JPG_T1,20251210_155950.JPG_T2,20251210_155950.JPG_T3,20251210_155950.JPG_T4,20251210_155519.JPG_T5,20251210_155519.JPG_T6,20251210_155519.JPG_T7,20251210_155519.JPG_T8,20251210_155519.JPG_T9,20251210_155519.JPG_T10,20251210_155519.JPG_T11,20251210_155519.JPG_T12,20251210_155519.JPG_T13,20251210_155519.JPG_T14,20251210_155530.JPG_T15,20251210_155530.JPG_T16,20251210_155530.JPG_T17,20251210_155530.JPG_T18,20251210_155530.JPG_T19,20251210_155530.JPG_T20,20251210_155530.JPG_T21,20251210_155530.JPG_T22,20251210_155530.JPG_T23,20251210_155530.JPG_T24,20251210_155530.JPG_T25,20251210_155530.JPG_T26,20251210_155530.JPG_T27,20251210_155614.JPG_T28,20251210_155614.JPG_T29,20251210_155614.JPG_T30,20251210_155614.JPG_T31,20251210_155614.JPG_T32,20251210_155614.JPG_T33,20251210_155713.JPG_T34,20251210_155713.JPG_T35,20251210_155748.JPG_T36,20251210_155748.JPG_T37,20251210_155748.JPG_T38,20251210_155819.JPG_T39,20251210_155819.JPG_T40
0.42788947,,,,,18.2486,,,0.4828,,419.8861,52.9355,,,7.6378,,,,,,,,15.0153,50.2103,86.1849,8.3325,3.2951,41.7326,11.8349,,,,3.0288,,,,,17.0168,,,4.6931
0.42826547,,,,,1.1625,,,25.8082,,142.3577,139.6501,,,25.8320,,,,,,,,19.5658,19.8854,76.5492,94.4760,6.3831,46.3297,39.4881,,,,23.3678,,,,,22.6507,,,5.9370
0.42864147,,,,,0.2904,,,36.6162,,81.0392,99.2184,,,11.6500,,,,,,,,14.1573,5.7620,1.4867,56.2373,16.0194,27.2963,3.9314,,,,15.1220,,,,,21.8161,,,6.1000
0.42901747,,,,,5.1085,,,14.8866,,132.9657,15.3046,,,5.5554,,,,,,,,6.3604,14.7265,8.8996,6.4103,39.4793,21.5757,7.4362,,,,1.1521,,,,,12.2336,,,5.4982
0.42939347,,,,,17.1813,,,26.8086,,102.5572,19.7525,,,7.5769,,,,,,,,1.6720,14.9340,2.5632,7.8042,54.6855,72.0585,2.6362,,,,6.5446,,,,,3.5976,,,19.3995
0.42976947,,,,,6.6355,,,28.3106,,107.8420,18.7064,,,1.7914,,,,,,,,2.8581,17.6676,15.7175,26.4241,19.6865,96.0395,4.6130,,,,7.5182,,,,,1.4444,,,17.3100
0.43014548,,,,,0.2798,,,10.0357,,320.7219,47.1405,,,7.6446,,,,,,,,7.8619,60.5843,48.6169,25.2877,54.4523,38.0859,4.5134,,,,1.7985,,,,,1.9311,,,43.7929
0.43052148,,,,,2.9105,,,0.6282,,247.2553,75.6558,,,1.1688,,,,,,,,22.4491,50.7834,15.1495,68.5510,3.4516,26.2866,0.8586,,,,0.8199,,,,,5.3678,,,25.1929
0.43089748,,,,,0.3408,,,13.2126,,52.1134,2.6777,,,1.9365,,,,,,,,31.5452,3.2159,6.8541,111.5383,3.4320,26.9000,1.0911,,,,10.2766,,,,,2.5386,,,6.9832
0.43127348,,,,,6.1051,,,25.6914,,10.3526,116.9058,,,0.5266,,,,,,,,18.2326,11.5085,7.4688,20.4623,39.8773,27.6091,5.0730,,,,10.9504,,,,,0.0543,,,3.8206
0.43164948,,,,,2.6225,,,18.2215,,96.5740,161.6580,,,9.3231,,,,,,,,4.6934,0.0187,18.9164,74.7564,32.7706,12.2820,12.3203,,,,1.1155,,,,,5.7503,,,4.7583
0.43202548,,,,,6.1000,,,8.2968,,221.1471,190.2139,,,1.5079,,,,,,,,0.3515,11.5774,19.9467,129.7320,4.6136,18.9323,3.5116,,,,1.8433,,,,,16.5694,,,7.3498
0.43240148,,,,,3.2693,,,5.7435,,369.6339,71.2867,,,2.3442,,,,,,,,2.1971,22.1983,5.1544,98.2282,61.4594,21.7114,5.4085,,,,8.7728,,,,,15.2402,,,24.4040
0.43277748,,,,,4.2991,,,4.7314,,564.7410,72.3976,,,2.4664,,,,,,,,1.6589,24.8171,5.0499,137.4385,124.6183,12.4773,1.1422,,,,9.1714,,,,,10.5603,,,18.2364
0.43315349,,,,,15.8592,,,4.2012,,779.9427,25.2448,,,0.6907,,,,,,,,9.6450,32.9958,10.4584,70.3400,105.9577,15.8014,0.5462,,,,7.2541,,,,,5.3291,,,1.1835
0.43352949,,,,,1.4587,,,0.9913,,205.0269,44.9686,,,2.5734,,,,,,,,9.7012,21.0137,4.7404,14.2425,15.8777,0.6698,0.6580,,,,11.2459,,,,,8.3932,,,5.8097
0.43390549,,,,,2.6143,,,8.7095,,196.0253,51.6922,,,16.8477,,,,,,,,5.2514,7.4330,25.2052,19.9627,6.7593,7.3124,1.8000,,,,9.5425,,,,,23.7894,,,5.9148
0.43428149,,,,,5.6378,,,5.1621,,303.1845,26.5257,,,6.4514,,,,,,,,4.0200,5.6786,39.7067,47.9711,6.9741,39.0146,0.7358,,,,3.6699,,,,,24.1740,,,13.2168
0.43465749,,,,,1.1071,,,4.0219,,328.4312,28.7941,,,0.2783,,,,,,,,3.9765,14.7572,11.3335,14.8401,30.1596,33.2780,1.9110,,,,0.4560,,,,,26.2765,,,28.9120
0.43503349,,,,,0.4199,,,5.0968,,293.1374,14.6055,,,0.0699,,,,,,,,11.2164,38.2441,16.7593,23.3017,99.0256,1.9974,2.6683,,,,5.2246,,,,,24.7396,,,15.0094
0.43540949,,,,,4.6234,,,11.3110,,49.5623,10.6245,,,0.1800,,,,,,,,8.3797,46.0950,24.1085,39.1960,70.4266,23.3362,5.7112,,,,10.7727,,,,,4.6476,,,15.3529
0.43578549,,,,,5.2912,,,22.1870,,30.0329,0.8220,,,1.3196,,,,,,,,1.1001,35.2217,4.1940,57.7281,3.0674,45.0258,1.8870,,,,8.1044,,,,,2.8613,,,2.8145
0.43616150,,,,,4.8253,,,23.2938,,88.8750,40.0803,,,15.1278,,,,,,,,2.4578,8.8319,4.4024,5.9152,7.5649,21.4511,0.6185,,,,3.7153,,,,,3.6272,,,0.8860
0.43653750,,,,,8.7211,,,14.5580,,117.4370,113.6595,,,12.4192,,,,,,,,8.5453,1.5570,14.6391,11.3948,31.0927,41.7409,1.1125,,,,19.3134,,,,,3.4086,,,16.3240
0.43691350,,,,,2.1406,,,5.2937,,179.1997,12.1531,,,0.8085,,,,,,,,8.7967,3.7178,43.0298,20.2755,10.1867,61.9081,0.9445,,,,11.2090,,,,,2.7249,,,6.2301
0.43728950,,,,,18.7663,,,0.1838,,108.9301,49.1248,,,16.6695,,,,,,,,5.6188,32.6907,53.5650,5.2085,2.6788,29.3770,6.6935,,,,0.3531,,,,,1.5372,,,1.6845
0.43766550,,,,,22.5835,,,4.8172,,267.1099,107.0490,,,5.6571,,,,,,,,2.5942,66.3188,32.9084,13.4124,26.7298,20.3552,8.7743,,,,11.1594,,,,,0.7586,,,8.6604
0.43804150,,,,,7.9483,,,7.9776,,369.6791,71.4089,,,0.0962,,,,,,,,1.1240,1.8190,23.3534,4.6925,4.3648,8.1025,4.6697,,,,11.6121,,,,,4.2404,,,16.5698
0.43841750,,,,,2.8488,,,0.6230,,127.8902,181.7907,,,6.2374,,,,,,,,6.7584,42.0751,36.2662,25.2790,13.1608,7.0942,6.1928,,,,6.8865,,,,,5.9870,,,3.4876
0.43879351,,,,,5.7198,,,10.4774,,50.0936,104.0409,,,15.1886,,,,,,,,11.6070,65.6761,23.7555,77.2823,113.7805,16.5291,4.4409,,,,16.7535,,,,,0.5873,,,15.4565
0.43916951,,,,,9.3050,,,24.6361,,171.4268,130.4649,,,5.0459,,,,,,,,13.9857,62.3597,11.9470,72.8713,34.9157,16.3778,3.2734,,,,10.8627,,,,,2.6124,,,0.4241
0.43954551,,,,,7.6826,,,13.9783,,274.0079,50.7483,,,1.5123,,,,,,,,13.5795,56.8580,10.7426,13.2220,24.3044,0.4717,1.6739,,,,4.2282,,,,,0.1116,,,9.1867
0.43992151,,,,,0.2845,,,0.7262,,174.5990,15.3761,,,7.7019,,,,,,,,14.4267,22.3393,32.4330,24.2385,91.2462,24.3188,2.3150,,,,6.1468,,,,,6.0140,,,13.4841
0.44029751,,,,,2.4278,,,4.3377,,41.9463,6.6111,,,15.6214,,,,,,,,11.8181,39.4736,36.2971,106.4985,39.7383,39.6910,4.1544,,,,6.3944,,,,,8.0108,,,6.5531
0.44067351,,,,,4.7977,,,2.6706,,0.2654,34.3974,,,8.3234,,,,,,,,5.1066,15.3642,1.1210,195.0147,4.7675,6.4073,7.0262,,,,7.9349,,,,,10.9887,,,5.0536
0.44104951,,,,,1.3192,,,2.5158,,56.9709,90.5754,,,1.4710,,,,,,,,0.6623,73.9927,12.2151,27.8694,54.5258,3.3511,5.6397,,,,3.6190,,,,,3.3549,,,9.5429
0.44142551,,,,,1.6148,,,10.7060,,237.1497,45.4915,,,0.5986,,,,,,,,1.0880,110.6521,5.7865,70.3440,27.2339,9.7432,3.5892,,,,1.7103,,,,,0.1916,,,10.0826
0.44180152,,,,,2.4620,,,19.1964,,96.2561,28.3031,,,3.9588,,,,,,,,3.7463,0.2896,26.3926,228.8995,32.1071,13.5576,12.3041,,,,4.6955,,,,,0.9260,,,15.9759
0.44217752,,,,,1.7864,,,35.6982,,122.0760,77.8117,,,0.5560,,,,,,,,2.2590,43.8291,56.9572,135.4891,5.8066,34.1522,26.2544,,,,7.4754,,,,,0.7164,,,12.3128
0.44255352,,,,,1.2158,,,38.4776,,318.3903,14.0796,,,2.8694,,,,,,,,5.0895,50.5294,17.6979,25.3764,0.3522,34.0995,2.2199,,,,1.7791,,,,,0.7138,,,1.4993
0.44292952,,,,,0.4339,,,14.8762,,783.1140,10.0687,,,5.6326,,,,,,,,12.9560,24.7411,4.4669,15.9729,4.6733,29.9611,5.5055,,,,1.4974,,,,,0.5311,,,6.3996
0.44330552,,,,,9.9084,,,4.9419,,195.4530,13.4714,,,10.9838,,,,,,,,7.6330,46.9540,12.5522,42.4765,19.7593,12.9772,0.3093,,,,13.3903,,,,,1.0112,,,12.8574
0.44368152,,,,,5.2093,,,9.0008,,316.8368,22.8930,,,12.7556,,,,,,,,1.8709,18.8263,15.5868,83.2195,26.6223,0.7491,6.0758,,,,7.0142,,,,,8.9053,,,2.9178
0.44405752,,,,,0.2589,,,6.0276,,203.4646,159.4305,,,7.1579,,,,,,,,3.9272,20.2608,7.7281,82.6066,21.2422,8.6427,6.4553,,,,0.6280,,,,,2.2059,,,4.1837
0.44443352,,,,,1.9040,,,0.5115,,67.6339,281.0602,,,4.6922,,,,,,,,2.6746,11.4547,30.7811,6.2185,109.4043,10.6184,1.3177,,,,0.5707,,,,,1.1790,,,6.9580
0.44480953,,,,,0.7370,,,2.9257,,16.9111,104.6486,,,3.0838,,,,,,,,0.7112,16.8324,48.3930,28.3422,76.1085,12.5313,2.6281,,,,6.2500,,,,,3.0234,,,3.0310
0.44518553,,,,,14.0400,,,8.9399,,56.3410,16.3708,,,5.0282,,,,,,,,4.4655,1.1281,36.4777,41.1636,88.1125,9.2017,4.2631,,,,1.0882,,,,,5.4283,,,19.2957
0.44556153,,,,,12.2611,,,19.2789,,127.0824,2.0048,,,0.6622,,,,,,,,9.9304,18.6095,33.8068,39.0328,46.1962,0.0343,6.1045,,,,1.4282,,,,,1.2347,,,33.6973
0.44593753,,,,,6.2029,,,44.7616,,122.4387,130.7201,,,1.3097,,,,,,,,9.7479,35.1624,17.6033,117.2538,29.1505,0.4876,5.3773,,,,3.5267,,,,,1.6469,,,9.8465
0.44631353,,,,,5.7650,,,16.6355,,54.0799,123.7042,,,7.4824,,,,,,,,5.2886,16.2110,3.8399,101.0566,1.1188,10.0027,7.1754,,,,3.2067,,,,,0.4273,,,4.0864
0.44668953,,,,,8.2974,,,2.9671,,119.9650,3.5306,,,5.5371,,,,,,,,5.5667,12.3143,1.3299,16.7766,29.4328,6.2551,13.3296,,,,2.9839,,,,,3.8265,,,3.7051
0.44706553,,,,,1.3228,,,5.8926,,104.4102,64.7782,,,12.0345,,,,,,,,7.0500,5.1015,4.1548,26.3311,20.1974,16.9005,6.1059,,,,6.1081,,,,,5.6739,,,5.7540
0.44744153,,,,,8.0821,,,6.5250,,20.0207,68.4978,,,20.2167,,,,,,,,3.1524,12.3890,1.3560,68.1006,0.4865,14.7061,4.9032,,,,1.3383,,,,,5.9159,,,15.5309
0.44781754,,,,,0.2003,,,6.3630,,348.6395,67.1775,,,22.1934,,,,,,,,1.6366,6.8039,6.1984,65.1274,19.2574,10.5059,9.1814,,,,12.9755,,,,,9.8683,,,10.9279
0.44819354,,,,,0.2182,,,0.6019,,783.8178,75.7696,,,8.8285,,,,,,,,2.2057,13.3420,8.7689,16.7724,40.1545,18.1612,7.8126,,,,22.8983,,,,,11.9086,,,9.0973
0.44856954,,,,,15.8670,,,6.9544,,396.4943,40.1506,,,0.0771,,,,,,,,2.6949,19.9569,12.7425,22.9994,44.4633,30.0518,0.1478,,,,21.5414,,,,,4.9132,,,20.7708
0.44894554,,,,,4.6043,,,,,176.4343,4.1108,,,4.2059,,,,,,,,6.7071,94.1086,36.8401,8.5659,12.5593,14.9608,2.2230,,,,23.2486,,,,,1.9245,,,5.8892
0.44932154,,,,,6.9649,,,,,54.3685,55.3068,,,0.7527,,,,,,,,20.1355,120.7957,7.3258,16.7690,4.8352,1.5675,6.6902,,,,18.3305,,,,,0.5919,,,3.0497
0.44969754,,,,,4.6221,,,,,142.6669,45.5688,,,3.6177,,,,,,,,20.8706,23.4389,0.6945,40.0741,1.4246,23.0454,0.4127,,,,9.2610,,,,,3.1681,,,15.2987
0.45007354,,,,,1.1365,,,,,194.1887,40.8732,,,1.8256,,,,,,,,18.3482,28.3611,0.7604,18.4091,8.4080,62.1142,6.7858,,,,1.8595,,,,,4.2384,,,7.3018
0.45044955,,,,,2.1533,,,,,108.2981,78.7793,,,8.4906,,,,,,,,18.3475,22.0235,5.3509,30.2578,1.4779,47.3158,1.4512,,,,0.1576,,,,,3.8980,,,2.0820
0.45082555,,,,,8.2117,,,,,69.2907,104.2099,,,21.6311,,,,,,,,9.4910,17.4689,28.5890,86.7379,20.0954,31.4740,0.8659,,,,4.1276,,,,,3.4710,,,2.2251
0.45120155,,,,,1.0674,,,,,95.4891,51.3602,,,7.0359,,,,,,,,1.2083,22.1002,20.7271,75.5641,32.0429,6.1091,1.4592,,,,8.0648,,,,,1.5263,,,2.8472
0.45157755,,,,,1.5726,,,,,135.5569,30.9046,,,8.0025,,,,,,,,8.5098,36.0675,7.6762,24.0116,1.0994,5.1155,12.1786,,,,4.0350,,,,,0.1718,,,9.0153
0.45195355,,,,,5.9551,,,,,70.5004,59.3352,,,17.1388,,,,,,,,33.9204,19.3753,2.3351,9.1047,18.8060,14.6051,7.3101,,,,3.2399,,,,,3.0495,,,2.2028
0.45232955,,,,,0.8869,,,,,1.0750,62.9703,,,12.9953,,,,,,,,47.0393,11.5059,5.6453,74.4068,29.5077,3.4187,2.5891,,,,6.5707,,,,,6.2721,,,10.9005
0.45270555,,,,,0.5247,,,,,170.1397,63.7860,,,1.9611,,,,,,,,38.8610,85.2315,13.2558,82.7469,23.8469,8.3781,1.5240,,,,26.7709,,,,,3.9925,,,11.9054
0.45308155,,,,,0.1699,,,,,35.3436,78.1623,,,3.3488,,,,,,,,39.0529,54.1089,27.0390,62.4185,17.1187,22.8884,3.0475,,,,21.0136,,,,,11.3674,,,3.0480
0.45345756,,,,,2.5247,,,,,6.6053,76.1669,,,8.2870,,,,,,,,35.2184,2.5989,7.2147,21.8043,32.7044,19.4641,0.0198,,,,6.4785,,,,,7.6528,,,2.3144
0.45383356,,,,,2.8298,,,,,231.4555,109.1286,,,3.5350,,,,,,,,8.5070,17.9783,49.7032,3.8577,98.0639,5.7365,0.8462,,,,7.8601,,,,,0.7686,,,1.5818
0.45420956,,,,,0.0014,,,,,319.7552,245.2160,,,1.5642,,,,,,,,3.3770,2.3704,78.2625,8.5769,104.6075,0.4949,2.0736,,,,9.8669,,,,,2.1706,,,6.0136
0.45458556,,,,,0.6737,,,,,319.6796,419.6095,,,0.0622,,,,,,,,9.9119,17.4968,10.0518,8.7482,46.1577,12.3024,3.1115,,,,0.7068,,,,,15.3213,,,13.8031
0.45496156,,,,,5.4248,,,,,133.2624,276.1285,,,0.4672,,,,,,,,6.7005,19.5436,3.0053,37.8507,62.2815,12.3984,5.9364,,,,1.2042,,,,,3.8640,,,19.2088
0.45533756,,,,,0.1435,,,,,54.1316,95.4813,,,11.2604,,,,,,,,3.4852,4.8221,0.7237,75.4518,68.6427,4.0224,6.9656,,,,0.6884,,,,,1.6212,,,23.2170
0.45571356,,,,,7.7144,,,,,93.1981,24.7890,,,7.4143,,,,,,,,5.8753,38.1064,25.8181,29.5789,28.4452,7.2447,3.3911,,,,2.0306,,,,,0.5891,,,25.6288
0.45608956,,,,,4.3168,,,,,256.1978,13.2092,,,0.9812,,,,,,,,,22.8372,63.6668,14.2556,21.3385,25.2006,2.4625,,,,0.9997,,,,,0.0998,,,12.7908
0.45646557,,,,,0.0855,,,,,111.1244,2.3139,,,1.1485,,,,,,,,,38.7770,42.1313,40.5313,35.9067,2.3494,6.3375,,,,1.4725,,,,,0.8400,,,2.1638
0.45684157,,,,,0.3757,,,,,203.3748,3.1490,,,0.3662,,,,,,,,,0.8413,17.2830,18.3863,17.3096,20.0542,5.8116,,,,11.4780,,,,,0.7858,,,7.5878
0.45721757,,,,,1.6329,,,,,198.5479,92.4699,,,1.7473,,,,,,,,,34.8689,1.8374,75.1200,10.4862,20.9321,0.7198,,,,7.7805,,,,,0.2887,,,13.2946
0.45759357,,,,,0.5042,,,,,111.9358,81.2771,,,7.9818,,,,,,,,,22.7344,11.4227,193.3784,15.1023,0.3368,9.3526,,,,8.9192,,,,,2.7507,,,17.1875
0.45796957,,,,,1.0397,,,,,230.8222,123.2588,,,5.1298,,,,,,,,,0.6364,19.4736,189.0052,74.1537,4.5939,4.0859,,,,9.6682,,,,,8.7720,,,2.0777
0.45834557,,,,,0.1291,,,,,257.3902,169.9565,,,1.7306,,,,,,,,,12.8429,10.4038,68.1121,109.2248,14.8274,0.8281,,,,5.5866,,,,,7.1243,,,3.5121
0.45872157,,,,,0.5505,,,,,657.3264,51.8841,,,1.0473,,,,,,,,,7.5885,4.6643,203.9208,85.7513,10.9269,6.5870,,,,18.0500,,,,,5.9713,,,16.1010
0.45909757,,,,,0.8611,,,,,556.7775,72.2064,,,0.3255,,,,,,,,,3.2632,1.7782,202.5909,31.7638,21.6901,12.5541,,,,9.4266,,,,,4.0158,,,27.4899
0.45947358,,,,,3.0763,,,,,214.6090,98.4663,,,2.1123,,,,,,,,,1.5757,10.0359,49.8158,3.3248,20.1206,8.1034,,,,0.7057,,,,,11.8749,,,4.7336
0.45984958,,,,,1.3744,,,,,244.3961,89.6982,,,0.2430,,,,,,,,,22.1068,3.3181,3.0314,1.2093,12.1906,3.1642,,,,1.5668,,,,,13.4829,,,6.9182
0.46022558,,,,,7.4290,,,,,150.7713,101.2736,,,3.2085,,,,,,,,,34.6371,6.4360,7.3360,14.6715,1.7992,4.3421,,,,0.5637,,,,,3.2450,,,2.6844
0.46060158,,,,,2.7769,,,,,107.1235,86.5785,,,2.0284,,,,,,,,,44.2120,4.1953,33.5289,25.3629,4.7532,2.9721,,,,2.7493,,,,,8.7740,,,1.7890
0.46097758,,,,,2.7933,,,,,195.0015,33.1374,,,,,,,,,,,,29.5492,38.3568,46.3697,5.3346,28.1717,17.9963,,,,2.5005,,,,,1.7248,,,1.5228
0.46135358,,,,,4.5198,,,,,148.3286,131.0479,,,,,,,,,,,,9.9285,28.3076,19.8568,2.7631,60.5924,43.1021,,,,8.8153,,,,,3.6226,,,1.6913
0.46172958,,,,,4.3040,,,,,270.3586,304.3044,,,,,,,,,,,,3.3120,5.5875,49.1757,10.3762,17.0036,32.2144,,,,13.4336,,,,,4.7300,,,7.4874
0.46210559,,,,,0.5920,,,,,579.7821,561.6221,,,,,,,,,,,,16.0625,35.6675,17.5212,103.1206,3.5974,15.7957,,,,7.8011,,,,,8.3163,,,7.6543
0.46248159,,,,,1.2380,,,,,280.9068,217.7752,,,,,,,,,,,,48.9359,19.1509,49.9201,56.6430,17.4434,2.5634,,,,12.7614,,,,,14.1124,,,7.6264
0.46285759,,,,,0.0537,,,,,51.5370,48.7883,,,,,,,,,,,,20.0091,9.4018,38.1532,11.8083,7.5876,2.0599,,,,18.3568,,,,,10.4765,,,9.3063
0.46323359,,,,,0.4460,,,,,27.4809,27.6945,,,,,,,,,,,,2.5034,7.5628,17.6504,3.0144,30.6854,10.6047,,,,5.6104,,,,,7.0345,,,6.9707
0.46360959,,,,,4.8608,,,,,97.3981,76.2565,,,,,,,,,,,,7.4160,0.6830,10.1284,44.3926,23.8930,4.1021,,,,14.2896,,,,,7.4948,,,10.7723
0.46398559,,,,,5.7074,,,,,177.1630,82.3900,,,,,,,,,,,,5.8120,5.9844,30.7607,53.5452,8.1966,1.5460,,,,4.4759,,,,,0.8549,,,16.5528
0.46436159,,,,,8.7495,,,,,178.6681,19.0925,,,,,,,,,,,,7.2006,8.2139,18.4357,109.5873,36.1100,2.7211,,,,1.0130,,,,,3.4673,,,3.2909
0.46473759,,,,,0.5558,,,,,123.5938,0.4598,,,,,,,,,,,,1.7747,3.7911,34.1287,34.5338,12.9121,12.3395,,,,6.0464,,,,,2.4317,,,0.1790
0.46511360,,,,,3.1258,,,,,212.4422,11.0910,,,,,,,,,,,,0.1694,2.6253,146.2638,12.5560,10.8310,18.1225,,,,17.1333,,,,,12.1228,,,0.6934
0.46548960,,,,,2.1880,,,,,258.4121,54.6573,,,,,,,,,,,,13.6207,9.8302,144.3791,2.4333,4.8267,6.4530,,,,12.1878,,,,,9.3484,,,2.3508
0.46586560,,,,,0.6427,,,,,389.8205,77.5976,,,,,,,,,,,,26.9814,25.3547,20.7741,5.3582,2.8803,1.0416,,,,11.1877,,,,,2.4214,,,1.5582
0.46624160,,,,,0.5286,,,,,553.5176,12.7799,,,,,,,,,,,,8.4753,14.7116,16.6985,17.6861,18.5337,6.2009,,,,0.4194,,,,,10.9181,,,4.4144
0.46661760,,,,,1.1210,,,,,78.5226,19.2425,,,,,,,,,,,,3.0177,16.7821,14.1216,59.9033,11.9780,4.5423,,,,4.4431,,,,,18.4687,,,32.5851
0.46699360,,,,,0.7904,,,,,83.1640,12.0282,,,,,,,,,,,,18.0361,24.1559,50.3662,82.9267,6.1611,4.1134,,,,2.4207,,,,,12.8394,,,48.3002
0.46736960,,,,,2.4840,,,,,90.3446,3.1043,,,,,,,,,,,,22.1319,0.0259,14.6851,62.8506,3.9058,6.8139,,,,4.0480,,,,,1.6042,,,22.7015
0.46774560,,,,,6.5357,,,,,359.1251,10.8237,,,,,,,,,,,,8.5312,31.9913,52.1350,29.6695,17.5504,13.6200,,,,12.7145,,,,,3.2933,,,0.8774
0.46812161,,,,,5.1100,,,,,737.9249,6.3768,,,,,,,,,,,,17.2527,12.9096,73.4134,52.9912,15.8683,11.1100,,,,8.8854,,,,,2.3667,,,16.6170
0.46849761,,,,,4.0561,,,,,869.7598,144.9543,,,,,,,,,,,,10.5064,3.4601,47.2387,81.0640,3.4740,0.7287,,,,1.3564,,,,,1.4394,,,35.8785
0.46887361,,,,,1.0055,,,,,479.9724,361.6833,,,,,,,,,,,,3.5127,2.3492,11.8791,30.6628,13.5659,5.0266,,,,0.8010,,,,,8.6876,,,65.5279
0.46924961,,,,,2.4356,,,,,158.2143,270.9158,,,,,,,,,,,,11.0953,0.7935,44.9947,24.4338,10.2516,5.8814,,,,6.1971,,,,,24.5216,,,35.7280
0.46962561,,,,,1.7868,,,,,6.7145,169.2036,,,,,,,,,,,,25.2003,0.2013,80.1187,5.2232,14.8166,4.0686,,,,9.0102,,,,,10.9906,,,12.4625
0.47000161,,,,,0.1864,,,,,135.8498,31.7841,,,,,,,,,,,,40.5206,8.3809,68.1542,1.9356,23.3615,18.8998,,,,6.9806,,,,,1.2872,,,2.7022
0.47037761,,,,,2.4872,,,,,147.8606,15.7069,,,,,,,,,,,,35.2038,35.7736,56.5136,9.3992,45.0069,21.3140,,,,9.5567,,,,,1.0309,,,0.9730
0.47075361,,,,,0.8617,,,,,147.8657,23.8813,,,,,,,,,,,,8.1430,35.0237,133.8397,5.1748,27.9616,5.0389,,,,6.5484,,,,,6.9010,,,5.2747
0.47112962,,,,,1.9072,,,,,219.9723,2.8218,,,,,,,,,,,,0.6796,8.1116,81.6873,100.4752,6.7423,6.3229,,,,10.1912,,,,,11.2582,,,3.7904
0.47150562,,,,,1.9130,,,,,404.0059,96.1449,,,,,,,,,,,,7.1054,9.7660,31.0159,120.9717,0.6018,6.1821,,,,7.8618,,,,,8.4731,,,1.9083
0.47188162,,,,,2.2809,,,,,293.2768,163.8757,,,,,,,,,,,,20.2235,31.6119,141.4838,36.2848,1.2448,0.0554,,,,6.8711,,,,,4.3670,,,0.2664
0.47225762,,,,,7.8111,,,,,253.1326,50.6279,,,,,,,,,,,,2.4971,34.2756,138.7188,12.8148,5.3653,4.7752,,,,1.6308,,,,,3.4976,,,0.1572
0.47263362,,,,,0.7969,,,,,440.2154,69.5509,,,,,,,,,,,,1.9297,9.7505,160.9930,6.1537,0.8597,7.1513,,,,3.1218,,,,,2.7022,,,5.2802
0.47300962,,,,,0.1460,,,,,253.4292,8.4637,,,,,,,,,,,,5.4556,0.9924,103.4985,17.6844,8.7713,6.1954,,,,10.7011,,,,,0.1186,,,3.2510
0.47338562,,,,,2.3768,,,,,45.1019,18.3599,,,,,,,,,,,,0.9425,7.2815,27.3720,10.9108,20.7976,5.6217,,,,17.5642,,,,,1.9795,,,6.8862
0.47376163,,,,,0.0643,,,,,3.0610,15.3811,,,,,,,,,,,,6.2477,3.1756,43.7352,12.0359,32.3570,3.1591,,,,8.8509,,,,,13.3816,,,8.8134
0.47413763,,,,,1.0038,,,,,36.3709,130.4678,,,,,,,,,,,,25.1166,0.7801,66.3696,6.5946,14.2507,0.7399,,,,3.6283,,,,,11.3343,,,11.4509
0.47451363,,,,,3.2440,,,,,187.8726,90.1264,,,,,,,,,,,,64.6186,3.5371,13.9055,18.3597,12.2329,1.8109,,,,2.0286,,,,,1.9587,,,2.7973
0.47488963,,,,,1.6739,,,,,126.6652,20.5310,,,,,,,,,,,,38.7460,4.9158,2.3448,31.1554,1.9672,0.5898,,,,8.5847,,,,,0.0082,,,1.1571
0.47526563,,,,,1.4370,,,,,16.1735,158.8196,,,,,,,,,,,,0.1456,5.0173,33.6108,35.7623,17.4619,2.3981,,,,10.3242,,,,,3.8436,,,4.9492
0.47564163,,,,,3.1218,,,,,30.9579,90.1856,,,,,,,,,,,,13.0016,26.1394,9.6046,2.2959,23.8477,3.5406,,,,14.2887,,,,,4.8214,,,19.8876
0.47601763,,,,,9.4269,,,,,30.7796,38.0418,,,,,,,,,,,,6.0781,21.8777,6.2410,30.9021,9.6238,1.8298,,,,31.2686,,,,,0.8659,,,18.5744
0.47639363,,,,,5.5398,,,,,43.5180,53.8934,,,,,,,,,,,,3.6341,2.7481,4.0172,30.2989,15.8838,8.8266,,,,29.6608,,,,,1.7098,,,8.8495
0.47676964,,,,,0.9840,,,,,168.1177,29.8388,,,,,,,,,,,,0.5486,7.2107,15.8341,16.8820,30.0682,4.1144,,,,2.2962,,,,,1.2744,,,1.3119
0.47714564,,,,,1.6508,,,,,212.8112,1.1975,,,,,,,,,,,,2.5444,36.8727,123.8122,34.5192,31.5565,1.5093,,,,7.4101,,,,,1.0621,,,0.1896
0.47752164,,,,,7.5852,,,,,135.4989,40.8554,,,,,,,,,,,,11.6602,66.6576,148.5995,40.5337,34.0043,3.2639,,,,2.8162,,,,,3.2974,,,7.1311
