sample,cx_svg,cy_svg,rx_svg,ry_svg,r_eq_svg,rx_mm,ry_mm,r_eq_mm,area_mm2,dist_svg,dist_mm,aspect,mm_per_svg,dist_norm,zone
RSRDiseased6,160.2947,16.7198,1.9633,2.1533,2.0561,0.04872,0.05343,0.05102,0.0081779,66.8308,1.65834,0.9118,0.0248141,0.31468328440739524,Mid
RSRDiseased6,190.441,18.3664,4.8766,5.9533,5.3881,0.12101,0.14772,0.1337,0.0561589,97.0183,2.40742,0.8191,0.0248141,0.45682720826130435,Mid
RSRDiseased6,238.3203,-15.7065,8.6766,7.5999,8.1204,0.2153,0.18858,0.2015,0.1275562,147.7322,3.66584,1.1417,0.0248141,0.6956224726606159,Far
RSRDiseased6,231.2271,-0.95,2.7233,2.7233,2.7233,0.06758,0.06758,0.06758,0.0143462,138.5656,3.43838,1.0,0.0248141,0.6524601176120094,Far
RSRDiseased6,236.3571,-3.42,2.4066,2.4066,2.4066,0.05972,0.05972,0.05972,0.0112038,143.949,3.57196,1.0,0.0248141,0.6778079914684803,Far
RSRDiseased6,233.6971,4.3066,1.9,2.0266,1.9623,0.04715,0.05029,0.04869,0.0074485,140.5484,3.48758,0.9375,0.0248141,0.6617962112917396,Far
RSRDiseased6,240.0303,0.38,2.9133,3.04,2.976,0.07229,0.07543,0.07385,0.0171316,147.1863,3.65229,0.9583,0.0248141,0.6930512517386577,Far
RSRDiseased6,241.385,24.308,5.8614,5.4201,5.6364,0.14544,0.13449,0.13986,0.0614544,148.2145,3.67781,1.0814,0.0248141,0.6978938759400137,Far
RSRDiseased6,230.0871,22.5464,3.99,3.5466,3.7618,0.09901,0.08801,0.09334,0.0273734,136.8274,3.39524,1.125,0.0248141,0.6442739574220996,Far
RSRDiseased6,272.3299,19.5064,3.8,3.8,3.8,0.09429,0.09429,0.09429,0.027932,178.8982,4.43919,1.0,0.0248141,0.8423718232138554,Far
RSRDiseased6,261.2467,14.5032,3.61,3.7366,3.6727,0.08958,0.09272,0.09114,0.0260932,167.7402,4.16232,0.9661,0.0248141,0.7898335253051784,Far
RSRDiseased6,261.6267,7.4732,2.5966,2.66,2.6281,0.06443,0.066,0.06521,0.0133608,168.2599,4.17521,0.9762,0.0248141,0.792279505946067,Far
RSRDiseased6,250.6702,6.0799,4.3066,3.8,4.0454,0.10686,0.09429,0.10038,0.0316563,157.38,3.90524,1.1333,0.0248141,0.7410505382485716,Far
RSRDiseased6,289.2398,6.3966,3.1033,3.23,3.166,0.07701,0.08015,0.07856,0.0193895,195.8938,4.86092,0.9608,0.0248141,0.9223984652372829,Far
RSRDiseased6,267.6433,-1.5833,4.3066,3.99,4.1453,0.10686,0.09901,0.10286,0.0332391,174.8623,4.33905,1.0794,0.0248141,0.8233694569315753,Far
RSRDiseased6,273.5966,5.6999,4.5599,5.1933,4.8663,0.11315,0.12887,0.12075,0.0458085,180.2966,4.47389,0.878,0.0248141,0.8489564258700879,Far
RSRDiseased6,153.5181,-40.5328,1.14,1.2667,1.2017,0.02829,0.03143,0.02982,0.0027932,67.8713,1.68416,0.9,0.0248141,0.3195828360092374,Mid
RSRDiseased6,157.5714,-36.9862,1.14,1.2667,1.2017,0.02829,0.03143,0.02982,0.0027932,71.3184,1.7697,0.9,0.0248141,0.33581473546785784,Mid
RSRDiseased6,168.0212,-41.1662,1.2033,1.3933,1.2948,0.02986,0.03457,0.03213,0.0032432,82.2944,2.04206,0.8636,0.0248141,0.3874972247892263,Mid
RSRDiseased6,163.6513,-41.2295,0.76,0.95,0.8497,0.01886,0.02357,0.02108,0.0013966,77.9884,1.93521,0.8,0.0248141,0.3672215823160723,Mid
RSRDiseased6,252.0635,20.0131,3.42,2.9133,3.1565,0.08486,0.07229,0.07833,0.0192731,158.6587,3.93697,1.1739,0.0248141,0.7470715596399912,Far
RSRDiseased6,238.1937,8.0432,2.85,2.3433,2.5842,0.07072,0.05815,0.06413,0.0129186,144.8236,3.59366,1.2162,0.0248141,0.6819257401036458,Far
RSRDiseased6,280.7532,4.4966,2.3433,2.47,2.4058,0.05815,0.06129,0.0597,0.0111961,187.5046,4.65275,0.9487,0.0248141,0.8828965420399365,Far
RSRDiseased6,284.3631,8.6766,2.1533,2.47,2.3062,0.05343,0.06129,0.05723,0.0102883,190.9402,4.738,0.8718,0.0248141,0.899073411678087,Far
RSRDiseased6,290.4431,12.8565,2.4066,2.3433,2.3748,0.05972,0.05815,0.05893,0.010909,196.9419,4.88693,1.027,0.0248141,0.9273340708594331,Far
RSRDiseased6,248.4536,14.4398,3.7366,3.2933,3.508,0.09272,0.08172,0.08705,0.0238043,154.947,3.84487,1.1346,0.0248141,0.7295948476907399,Far
RSRDiseased6,238.1937,14.8198,3.99,3.2933,3.6249,0.09901,0.08172,0.08995,0.0254181,144.6879,3.5903,1.2115,0.0248141,0.6812881532182008,Far
RSRDiseased6,265.0467,-59.2793,5.0033,5.1933,5.0974,0.12415,0.12887,0.12649,0.0502621,180.9598,4.49035,0.9634,0.0248141,0.852079842576762,Far
RSRDiseased6,278.6632,-33.5662,2.28,1.9,2.0813,0.05658,0.04715,0.05165,0.0083796,190.3763,4.72401,1.2,0.0248141,0.8964186972354157,Far
RSRDiseased6,277.7132,-27.993,1.33,1.9,1.5896,0.033,0.04715,0.03945,0.0048881,188.5642,4.67905,0.7,0.0248141,0.8878871774825565,Far
RSRDiseased6,281.7032,-30.1463,2.1533,1.9,2.0227,0.05343,0.04715,0.05019,0.0079141,192.8425,4.78521,1.1333,0.0248141,0.9080318869345924,Far
RSRDiseased6,283.6031,-26.9797,1.9,1.9,1.9,0.04715,0.04715,0.04715,0.006983,194.2224,4.81945,1.0,0.0248141,0.9145292009100793,Far
RSRDiseased6,261.8801,-21.2164,2.7233,1.8366,2.2365,0.06758,0.04557,0.0555,0.0096753,171.8644,4.26466,1.4828,0.0248141,0.8092533591910237,Far
RSRDiseased6,273.0899,-17.6698,1.52,1.5833,1.5513,0.03772,0.03929,0.03849,0.0046553,182.3795,4.52558,0.96,0.0248141,0.8587650169738532,Far
RSRDiseased6,257.4468,2.5333,3.61,2.5333,3.0241,0.08958,0.06286,0.07504,0.0176903,164.3641,4.07854,1.425,0.0248141,0.7739355999294101,Far
RSRDiseased6,281.0065,-0.8867,3.61,2.5333,3.0241,0.08958,0.06286,0.07504,0.0176903,188.1164,4.66793,1.425,0.0248141,0.8857770685045362,Far
RSRDiseased6,276.5732,-6.9666,4.2433,4.0533,4.1472,0.10529,0.10058,0.10291,0.0332701,184.3012,4.57326,1.0469,0.0248141,0.8678126784911203,Far
RSRDiseased6,264.6667,-36.1629,2.2166,1.8366,2.0177,0.055,0.04557,0.05007,0.0078753,176.9601,4.3911,1.2069,0.0248141,0.8332463609159239,Far
RSRDiseased6,272.9633,-37.4295,2.0266,1.71,1.8616,0.05029,0.04243,0.04619,0.0067037,185.3526,4.59935,1.1852,0.0248141,0.8727634647534,Far
RSRDiseased6,261.9434,21.5331,3.2933,2.66,2.9597,0.08172,0.066,0.07344,0.0169454,168.5907,4.18342,1.2381,0.0248141,0.7938374191393716,Far
RSRDiseased6,275.6866,-44.0161,3.99,3.1033,3.5188,0.09901,0.07701,0.08732,0.0239517,189.0749,4.69172,1.2857,0.0248141,0.8902914113630886,Far
RSRDiseased6,149.5281,20.7097,1.5833,1.33,1.4511,0.03929,0.033,0.03601,0.0040734,56.3835,1.3991,1.1905,0.0248141,0.2654904200672882,Mid
RSRDiseased6,146.3615,18.0498,1.33,1.33,1.33,0.033,0.033,0.033,0.0034217,52.9856,1.31479,1.0,0.0248141,0.249491922950661,Mid
RSRDiseased6,149.9715,16.5931,1.52,1.3933,1.4553,0.03772,0.03457,0.03611,0.0040967,56.5102,1.40225,1.0909,0.0248141,0.26608815777239286,Mid
RSRDiseased6,149.3381,11.3365,1.0133,1.0767,1.0445,0.02514,0.02672,0.02592,0.0021104,55.9117,1.3874,0.9412,0.0248141,0.26327025144832794,Mid
RSRDiseased6,153.2014,21.4064,1.2033,1.2667,1.2346,0.02986,0.03143,0.03063,0.0029484,60.1127,1.49164,0.95,0.0248141,0.28305062553725235,Mid
RSRDiseased6,131.035,23.813,1.33,1.0133,1.1609,0.033,0.02514,0.02881,0.002607,38.7079,0.9605,1.3125,0.0248141,0.18226256055652226,Near
RSRDiseased6,140.0916,20.3931,1.0133,1.0133,1.0133,0.02514,0.02514,0.02514,0.0019863,46.9778,1.16571,1.0,0.0248141,0.22120280006907192,Mid
RSRDiseased6,155.2281,9.3099,1.4566,1.0767,1.2523,0.03615,0.02672,0.03108,0.0030337,61.9253,1.53662,1.3529,0.0248141,0.29158594045014397,Mid
RSRDiseased6,167.7679,3.99,1.5833,1.33,1.4511,0.03929,0.033,0.03601,0.0040734,74.9778,1.8605,1.1905,0.0248141,0.3530447620150023,Mid
RSRDiseased6,158.268,35.6562,1.4566,1.5833,1.5187,0.03615,0.03929,0.03768,0.0044614,68.1823,1.69188,0.92,0.0248141,0.32104776778174793,Mid
RSRDiseased6,127.4251,28.8796,1.14,1.0133,1.0748,0.02829,0.02514,0.02667,0.0022346,36.9072,0.91582,1.125,0.0248141,0.17378417304411684,Near
RSRDiseased6,223.4372,53.3893,4.3066,4.1166,4.2105,0.10686,0.10215,0.10448,0.0342943,135.6744,3.36663,1.0462,0.0248141,0.6388449809957361,Far
RSRDiseased6,203.1708,46.4861,1.9,1.7733,1.8356,0.04715,0.044,0.04555,0.0065175,114.2813,2.83578,1.0714,0.0248141,0.5381119458354761,Mid
RSRDiseased6,202.1575,42.5595,1.9,1.7733,1.8356,0.04715,0.044,0.04555,0.0065175,112.2581,2.78558,1.0714,0.0248141,0.5285860941541253,Mid
RSRDiseased6,196.0142,41.1662,1.9633,2.0266,1.9947,0.04872,0.05029,0.0495,0.0076968,105.962,2.62935,0.9688,0.0248141,0.4989402015609493,Mid
RSRDiseased6,192.4042,46.8028,1.7733,1.8366,1.8047,0.044,0.04557,0.04478,0.0063002,104.0922,2.58295,0.9655,0.0248141,0.49013543028575657,Mid
RSRDiseased6,197.9142,49.4627,1.8366,1.71,1.7722,0.04557,0.04243,0.04397,0.0060752,110.1599,2.73352,1.0741,0.0248141,0.5187072925897602,Mid
RSRDiseased6,203.5508,50.096,1.9,1.8366,1.868,0.04715,0.04557,0.04635,0.0067502,115.7104,2.87125,1.0345,0.0248141,0.5448426621529563,Mid
RSRDiseased6,214.064,49.3994,2.9133,2.9133,2.9133,0.07229,0.07229,0.07229,0.0164178,125.5544,3.11552,1.0,0.0248141,0.591194849208804,Mid
RSRDiseased6,219.7639,45.4728,2.66,2.66,2.66,0.066,0.066,0.066,0.0136867,130.0413,3.22685,1.0,0.0248141,0.612320607529218,Far
RSRDiseased6,221.0939,29.323,3.1033,3.4833,3.2878,0.07701,0.08643,0.08158,0.0209102,128.4651,3.18774,0.8909,0.0248141,0.6048991720858389,Far
RSRDiseased6,233.5704,58.8359,4.4333,5.1299,4.7689,0.11001,0.12729,0.11834,0.0439929,146.9646,3.64679,0.8642,0.0248141,0.6920075827297448,Far
RSRDiseased6,247.4402,54.0227,4.2433,3.99,4.1147,0.10529,0.09901,0.1021,0.0327503,158.9686,3.94466,1.0635,0.0248141,0.748530798672453,Far
RSRDiseased6,249.0236,61.7492,2.4066,2.3433,2.3748,0.05972,0.05815,0.05893,0.010909,162.5855,4.03441,1.027,0.0248141,0.7655615793178959,Far
RSRDiseased6,242.3103,61.3692,3.2933,3.1033,3.1969,0.08172,0.07701,0.07933,0.0197697,156.0614,3.87252,1.0612,0.0248141,0.7348416564355478,Far
RSRDiseased6,245.8569,68.6525,4.8133,3.9266,4.3474,0.11944,0.09744,0.10788,0.0365599,161.7451,4.01356,1.2258,0.0248141,0.7616051249841078,Far
RSRDiseased6,267.8967,50.3494,4.4333,3.7366,4.0701,0.11001,0.09272,0.101,0.0320442,178.0709,4.41866,1.1864,0.0248141,0.8384760914405858,Far
RSRDiseased6,276.2722,51.2693,3.42,5.2566,4.24,0.08486,0.13044,0.10521,0.0347754,186.461,4.62686,0.6506,0.0248141,0.8779837073779808,Far
RSRDiseased6,277.3965,37.9362,4.0533,3.4833,3.7575,0.10058,0.08643,0.09324,0.0273113,185.3988,4.6005,1.1636,0.0248141,0.8729816864552636,Far
RSRDiseased6,264.6667,40.4062,5.6366,4.1799,4.8539,0.13987,0.10372,0.12045,0.0455757,173.135,4.29618,1.3485,0.0248141,0.8152345314021028,Far
RSRDiseased6,283.7298,26.7263,3.5466,4.0533,3.7915,0.08801,0.10058,0.09408,0.0278079,190.6266,4.73022,0.875,0.0248141,0.8975970944254792,Far
RSRDiseased6,289.9997,23.7497,2.3433,2.3433,2.3433,0.05815,0.05815,0.05815,0.0106219,196.7187,4.88139,1.0,0.0248141,0.9262828115304551,Far
RSRDiseased6,286.3264,15.4531,1.9633,1.6466,1.798,0.04872,0.04086,0.04462,0.0062537,192.8231,4.78473,1.1923,0.0248141,0.9079408030938144,Far
RSRDiseased6,280.8798,16.9098,2.7233,2.47,2.5935,0.06758,0.06129,0.06436,0.0130117,187.3909,4.64993,1.1026,0.0248141,0.8823614244753666,Far
RSRDiseased6,287.6564,50.286,2.66,2.7866,2.7226,0.066,0.06915,0.06756,0.0143384,197.4511,4.89957,0.9545,0.0248141,0.9297326119999164,Far
RSRDiseased6,288.6697,72.8958,3.8,3.99,3.8938,0.09429,0.09901,0.09662,0.0293286,203.7609,5.05614,0.9524,0.0248141,0.9594430223136434,Far
RSRDiseased6,270.7466,72.5158,6.1433,6.0166,6.0796,0.15244,0.1493,0.15086,0.0714982,186.5463,4.62897,1.0211,0.0248141,0.8783840967614002,Far
RSRDiseased6,258.5234,63.2692,2.66,2.7233,2.6914,0.066,0.06758,0.06679,0.0140126,172.1207,4.27102,0.9767,0.0248141,0.8104602200813302,Far
RSRDiseased6,258.5868,52.946,4.7499,3.2933,3.9551,0.11787,0.08172,0.09814,0.0302597,169.5364,4.20689,1.4423,0.0248141,0.7982910394374054,Far
RSRDiseased6,194.8109,32.4263,2.4066,1.7733,2.0658,0.05972,0.044,0.05126,0.0082555,102.9078,2.55356,1.3571,0.0248141,0.4845584426181291,Mid
RSRDiseased6,190.5676,35.2129,1.0767,1.14,1.1079,0.02672,0.02829,0.02749,0.0023742,99.282,2.46359,0.9444,0.0248141,0.4674859152123297,Mid
RSRDiseased6,193.7343,37.7462,1.4566,1.2667,1.3583,0.03615,0.03143,0.03371,0.0035691,102.9265,2.55403,1.15,0.0248141,0.48464762887889073,Mid
RSRDiseased6,189.111,29.4496,1.6466,1.4566,1.5487,0.04086,0.03615,0.03843,0.0046398,96.7924,2.40181,1.1304,0.0248141,0.45576266587221315,Mid
RSRDiseased6,179.1678,35.4029,1.4566,1.33,1.3919,0.03615,0.033,0.03454,0.0037475,88.2149,2.18897,1.0952,0.0248141,0.41537457280729884,Mid
RSRDiseased6,177.8378,40.8495,1.3933,1.2033,1.2948,0.03457,0.02986,0.03213,0.0032432,88.4025,2.19363,1.1579,0.0248141,0.41625884509485056,Mid
RSRDiseased6,179.8011,46.9294,1.33,1.4566,1.3919,0.033,0.03615,0.03454,0.0037475,92.2465,2.28901,0.913,0.0248141,0.43435796328941706,Mid
RSRDiseased6,183.221,45.5361,1.0767,1.2033,1.1382,0.02672,0.02986,0.02824,0.0025061,94.9867,2.35701,0.8947,0.0248141,0.44726150739961323,Mid
RSRDiseased6,185.5643,36.7962,1.52,1.4566,1.488,0.03772,0.03615,0.03692,0.0042829,94.7593,2.35136,1.0435,0.0248141,0.4461893746904573,Mid
RSRDiseased6,157.6347,31.2229,1.2033,1.4566,1.3239,0.02986,0.03615,0.03285,0.0033906,66.3156,1.64556,0.8261,0.0248141,0.3122581771466848,Mid
RSRDiseased6,154.4047,26.283,1.2667,1.4566,1.3583,0.03143,0.03615,0.03371,0.0035691,62.06,1.53996,0.8696,0.0248141,0.2922197321755565,Mid
RSRDiseased6,157.8247,39.8362,1.14,1.2033,1.1712,0.02829,0.02986,0.02906,0.0026535,69.1907,1.7169,0.9474,0.0248141,0.3257955129822937,Mid
RSRDiseased6,159.9147,44.4594,1.5833,1.6466,1.6147,0.03929,0.04086,0.04007,0.0050433,72.9231,1.80952,0.9615,0.0248141,0.3433708990923875,Mid
RSRDiseased6,188.2243,48.1327,2.4066,2.1533,2.2765,0.05972,0.05343,0.05649,0.0100245,100.5685,2.49551,1.1176,0.0248141,0.47354299062405714,Mid
RSRDiseased6,216.4073,37.8729,4.2433,3.42,3.8094,0.10529,0.08486,0.09453,0.0280717,125.1352,3.10511,1.2407,0.0248141,0.5892194684119342,Mid
RSRDiseased6,275.6866,29.8296,3.4833,3.1033,3.2878,0.08643,0.07701,0.08158,0.0209102,182.838,4.53696,1.1224,0.0248141,0.8609244630322949,Far
RSRDiseased6,227.9972,29.893,3.04,3.1666,3.1026,0.07543,0.07858,0.07699,0.0186213,135.3879,3.35953,0.96,0.0248141,0.6374976991842304,Far
RSRDiseased6,272.5833,61.4959,3.5466,3.23,3.3846,0.08801,0.08015,0.08399,0.0221594,185.1837,4.59516,1.098,0.0248141,0.8719683787266099,Far
RSRDiseased6,280.6265,63.3959,2.9766,3.4833,3.22,0.07386,0.08643,0.0799,0.0200567,193.4457,4.80018,0.8545,0.0248141,0.9108725642188518,Far
RSRDiseased6,288.1631,64.7259,3.6733,2.7866,3.1994,0.09115,0.06915,0.07939,0.0198007,201.0742,4.98947,1.3182,0.0248141,0.9467918563456024,Far
RSRDiseased6,162.8913,13.2365,1.52,1.5833,1.5513,0.03772,0.03929,0.03849,0.0046553,69.3933,1.72193,0.96,0.0248141,0.32674999573044494,Mid
RSRDiseased6,144.7782,-43.5095,1.0133,0.95,0.9811,0.02514,0.02357,0.02435,0.0018621,59.7063,1.48156,1.0667,0.0248141,0.28113786488091735,Mid
RSRDiseased6,259.0934,80.939,4.8766,5.5733,5.2133,0.12101,0.1383,0.12936,0.0525743,178.4816,4.42886,0.875,0.0248141,0.8404116230571153,Far
RSRDiseased6,228.4405,65.7392,2.5966,3.04,2.8096,0.06443,0.07543,0.06972,0.0152695,144.3953,3.58303,0.8542,0.0248141,0.6799086125464195,Far
RSRDiseased6,196.0142,58.5826,2.2166,1.9633,2.0861,0.055,0.04872,0.05177,0.0084184,111.6515,2.77053,1.129,0.0248141,0.5257302362297362,Mid
RSRDiseased6,272.1399,92.7188,3.8633,3.6733,3.7671,0.09586,0.09115,0.09348,0.027451,195.0759,4.84063,1.0517,0.0248141,0.9185482753844023,Far
RSRDiseased6,274.5466,100.1287,3.1033,3.23,3.166,0.07701,0.08015,0.07856,0.0193895,200.3417,4.97129,0.9608,0.0248141,0.9433420558761411,Far
RSRDiseased6,282.3365,78.5957,3.2933,3.4833,3.387,0.08172,0.08643,0.08404,0.0221904,199.4661,4.94957,0.9455,0.0248141,0.939220512080943,Far
RSRDiseased6,289.303,84.7389,3.2933,4.0533,3.6536,0.08172,0.10058,0.09066,0.0258216,208.0711,5.16309,0.8125,0.0248141,0.9797376405869596,Far
RSRDiseased6,288.6064,98.2288,3.3566,3.1033,3.2275,0.08329,0.07701,0.08009,0.0201498,212.3743,5.26987,1.0816,0.0248141,1.0,Far
RSRDiseased6,252.1269,86.7656,1.9633,2.0266,1.9947,0.04872,0.05029,0.0495,0.0076968,174.3766,4.32699,0.9688,0.0248141,0.8210809754320316,Far
RSRDiseased6,207.6041,66.3092,2.0266,2.09,2.0581,0.05029,0.05186,0.05107,0.0081934,125.3795,3.11117,0.9697,0.0248141,0.5903694019017547,Mid
RSRDiseased6,180.7511,50.7927,1.3933,1.2667,1.3285,0.03457,0.03143,0.03296,0.0034139,94.5573,2.34635,1.1,0.0248141,0.44523868710233844,Mid
RSRDiseased6,180.0544,54.2127,1.5833,1.3933,1.4853,0.03929,0.03457,0.03686,0.0042674,95.2948,2.36465,1.1364,0.0248141,0.4487112585319942,Mid
RSRDiseased6,189.111,53.1993,1.2667,1.3933,1.3285,0.03143,0.03457,0.03296,0.0034139,103.2035,2.5609,0.9091,0.0248141,0.48595126635002384,Mid
RSRDiseased6,202.4108,54.9726,1.3933,1.2667,1.3285,0.03457,0.03143,0.03296,0.0034139,116.2407,2.88441,1.1,0.0248141,0.5473398774542826,Mid
RSRDiseased6,199.1808,53.8327,0.95,1.2667,1.097,0.02357,0.03143,0.02722,0.0023277,112.816,2.79943,0.75,0.0248141,0.5312142424765697,Mid
RSRDiseased6,215.7106,61.1159,1.14,1.33,1.2313,0.02829,0.033,0.03055,0.0029329,130.8537,3.24701,0.8571,0.0248141,0.6161461288418879,Far
RSRDiseased6,219.5739,62.4459,1.71,1.52,1.6122,0.04243,0.03772,0.04,0.0050278,134.9372,3.34834,1.125,0.0248141,0.6353743071460966,Far
RSRDiseased6,222.0439,72.7691,2.5333,2.47,2.5014,0.06286,0.06129,0.06207,0.0121039,141.1981,3.5037,1.0256,0.0248141,0.6648551102778626,Far
RSRDiseased6,214.1907,68.0191,2.28,2.1533,2.2157,0.05658,0.05343,0.05498,0.0094969,132.0875,3.27763,1.0588,0.0248141,0.6219565188515086,Far
RSRDiseased6,204.8808,57.3159,1.4566,1.5833,1.5187,0.03615,0.03929,0.03768,0.0044614,119.3815,2.96234,0.92,0.0248141,0.5621277185205708,Mid
RSRDiseased6,200.8275,63.8392,1.33,1.3933,1.3613,0.033,0.03457,0.03378,0.0035846,118.19,2.93278,0.9545,0.0248141,0.5565184719926678,Mid
RSRDiseased6,201.2075,59.9126,1.9633,2.0266,1.9947,0.04872,0.05029,0.0495,0.0076968,116.9496,2.90199,0.9688,0.0248141,0.5506758231227715,Mid
RSRDiseased6,189.3643,58.2659,1.14,1.14,1.14,0.02829,0.02829,0.02829,0.0025139,105.4467,2.61656,1.0,0.0248141,0.49651319672022276,Mid
RSRDiseased6,168.2112,43.4461,1.52,1.3933,1.4553,0.03772,0.03457,0.03611,0.0040967,80.1779,1.98954,1.0909,0.0248141,0.3775311345441159,Mid
RSRDiseased6,239.5695,41.1433,10.1776,5.8467,7.7139,0.25255,0.14508,0.19141,0.1151062,148.5035,3.68498,1.7407,0.0248141,0.6992544408116329,Far
RSRDiseased6,254.3797,36.9229,4.167,3.6333,3.891,0.1034,0.09016,0.09655,0.0292865,162.4517,4.03109,1.1469,0.0248141,0.7649315827525157,Far
RSRDiseased6,211.0874,-8.7977,11.8615,10.774,11.3047,0.29433,0.26735,0.28052,0.2472083,119.7528,2.97155,1.1009,0.0248141,0.5638753897154959,Mid
RSR2_Repeat,215.3498,186.6474,2.7011,2.8754,2.7869,0.03844,0.04092,0.03966,0.0049419,33.2462,0.47314,0.9394,0.0142314,0.09899196163679654,Near
RSR2_Repeat,219.7792,223.0523,2.9463,2.6385,2.7881,0.04193,0.03755,0.03968,0.0049463,37.7501,0.53724,1.1167,0.0142314,0.11240318186953666,Near
RSR2_Repeat,216.8769,213.026,2.4186,2.1987,2.3061,0.03442,0.03129,0.03282,0.0033837,34.8272,0.49564,1.1,0.0142314,0.10369948823955243,Near
RSR2_Repeat,223.2972,210.4755,2.5066,2.5505,2.5285,0.03567,0.0363,0.03598,0.0040678,41.2423,0.58694,0.9828,0.0142314,0.122801585076513,Near
RSR2_Repeat,237.2068,200.0095,5.1314,4.3975,4.7503,0.07303,0.06258,0.0676,0.0143578,55.1305,0.78459,1.1669,0.0142314,0.1641545909891664,Near
RSR2_Repeat,221.4876,198.8222,3.4367,3.2102,3.3215,0.04891,0.04569,0.04727,0.0070196,39.4089,0.56084,1.0706,0.0142314,0.11734085421731616,Near
RSR2_Repeat,227.9145,189.1918,3.6939,3.3421,3.5136,0.05257,0.04756,0.05,0.007855,45.8161,0.65203,1.1053,0.0142314,0.13641993647977438,Near
RSR2_Repeat,228.5742,181.5402,1.803,1.759,1.7808,0.02566,0.02503,0.02534,0.0020179,46.4601,0.66119,1.025,0.0142314,0.13833642286560743,Near
RSR2_Repeat,199.8147,180.3089,2.0668,2.1987,2.1318,0.02941,0.03129,0.03034,0.0028915,17.6982,0.25187,0.94,0.0142314,0.05269709890827227,Near
RSR2_Repeat,193.3065,179.8251,1.9789,1.715,1.8422,0.02816,0.02441,0.02622,0.0021594,11.189,0.15923,1.1538,0.0142314,0.03331464270919202,Near
RSR2_Repeat,197.3521,187.2129,1.5391,1.3632,1.4485,0.0219,0.0194,0.02061,0.001335,15.2497,0.21703,1.129,0.0142314,0.045407755493160486,Near
RSR2_Repeat,210.0608,216.1043,1.759,1.5831,1.6687,0.02503,0.02253,0.02375,0.0017718,28.0174,0.39873,1.1111,0.0142314,0.08342364810297138,Near
RSR2_Repeat,206.4989,212.4104,1.803,1.5831,1.6895,0.02566,0.02253,0.02404,0.0018161,24.448,0.34793,1.1389,0.0142314,0.07279509915097143,Near
RSR2_Repeat,199.5509,237.6079,1.8909,1.803,1.8464,0.02691,0.02566,0.02628,0.0021692,17.5515,0.24978,1.0488,0.0142314,0.05225982199272739,Near
RSR2_Repeat,205.2456,239.213,1.2533,1.6051,1.4183,0.01784,0.02284,0.02018,0.0012799,23.2495,0.33087,0.7808,0.0142314,0.06922574786905962,Near
RSR2_Repeat,224.4405,252.2515,3.6499,3.518,3.5833,0.05194,0.05007,0.051,0.00817,42.4813,0.60457,1.0375,0.0142314,0.12649019369902795,Near
RSR2_Repeat,233.4554,247.3263,2.1987,2.1987,2.1987,0.03129,0.03129,0.03129,0.003076,51.4758,0.73257,1.0,0.0142314,0.1532707894835948,Near
RSR2_Repeat,215.9974,234.3098,1.5391,1.4951,1.517,0.0219,0.02128,0.02159,0.0014642,33.9913,0.48374,1.0294,0.0142314,0.10120972972520598,Near
RSR2_Repeat,211.556,235.0449,1.4951,1.4636,1.4793,0.02128,0.02083,0.02105,0.0013924,29.5513,0.42056,1.0216,0.0142314,0.08799099502466744,Near
RSR2_Repeat,216.5011,237.8607,1.4061,1.3522,1.3789,0.02001,0.01924,0.01962,0.0012098,34.5022,0.49102,1.0398,0.0142314,0.10273287611045322,Near
RSR2_Repeat,221.9209,236.5532,1.764,1.5083,1.6311,0.0251,0.02146,0.02321,0.0016929,39.9193,0.56811,1.1696,0.0142314,0.11886190836851773,Near
RSR2_Repeat,221.742,240.0044,1.585,1.4316,1.5064,0.02256,0.02037,0.02144,0.0014438,39.7474,0.56566,1.1071,0.0142314,0.11834931102732876,Near
RSR2_Repeat,220.6427,244.8745,1.2783,1.3933,1.3345,0.01819,0.01983,0.01899,0.0011332,38.6581,0.55016,0.9174,0.0142314,0.11510634825654137,Near
RSR2_Repeat,207.9474,248.5602,2.3612,2.2924,2.3265,0.0336,0.03262,0.03311,0.003444,25.9704,0.3696,1.03,0.0142314,0.07732897032793676,Near
RSR2_Repeat,199.5509,244.0593,1.8909,1.8773,1.8841,0.02691,0.02672,0.02681,0.0022587,17.5647,0.24997,1.0072,0.0142314,0.05229957443959511,Near
RSR2_Repeat,199.5284,233.0275,1.6064,1.6064,1.6064,0.02286,0.02286,0.02286,0.0016419,17.5197,0.24933,1.0,0.0142314,0.052165671460672275,Near
RSR2_Repeat,208.6248,221.5699,1.6838,1.7225,1.703,0.02396,0.02451,0.02424,0.0018454,26.5926,0.37845,0.9775,0.0142314,0.07918059745835408,Near
RSR2_Repeat,211.5279,224.7787,1.7612,1.7265,1.7438,0.02506,0.02457,0.02482,0.0019347,29.5023,0.41986,1.0201,0.0142314,0.08784453864147058,Near
RSR2_Repeat,196.7414,221.1208,2.1483,1.9315,2.037,0.03057,0.02749,0.02899,0.0026401,14.7083,0.20932,1.1123,0.0142314,0.04379464304394947,Near
RSR2_Repeat,203.6895,196.8354,2.4386,2.2644,2.3499,0.0347,0.03223,0.03344,0.0035136,21.6068,0.3075,1.0769,0.0142314,0.0643361969043305,Near
